Garhwali,RomanGarhwali,Hindi,English
मि चार पीरियड पढ़लो।,Mi chaar period padhlo.,मैंने चार पीरियड पढ़े।,I studied four periods.
तू आजु खेत में कति काम करलो?,Tu aaju khet me kati kaam karlo?,आज तुमने खेत में कितना काम किया?,How much work did you do in the field today?
मि आधा दिन।,Mi aadha din.,मैंने आधा दिन काम किया।,Half a day.
तू आजु कति पानी बहैलो?,Tu aaju kati pani bahailo?,आज तुमने कितना पानी बहाया?,How much water did you pour?
मि एक बाल्टी बहैलो।,Mi ek balti bahailo.,मैंने एक बाल्टी पानी डाला।,I poured one bucket of water.
तू कालि कौनस्यो दोस्त से मिलेलो?,Tu kaali kaunsyo dost se milelo?,कल तुम किस दोस्त से मिले?,Which friend did you meet yesterday?
मि मोहन से मिलेलो।,Mi mohan se milelo.,मैं मोहन से मिला।,I met Mohan.
तू आजु कति देर बैठलो?,Tu aaju kati der baithlo?,आज तुम कितनी देर बैठे?,How long did you sit today?
मि दस मिनट बैठलो।,Mi das minute baithlo.,मैं दस मिनट बैठा।,I sat for ten minutes.
तू आजु पढ़ाई क्यों नै करलो?,Tu aaju padhai kyon nai karlo?,आज तुमने पढ़ाई क्यों नहीं की?,Why didn’t you study today?
मिज मन नै लाग्यो।,Mij man nai lagyo.,मेरा मन नहीं लगा।,I wasn’t feeling like it.
तू आजु कति देर खैलो?,Tu aaju kati der khailo?,आज तुमने कितनी देर खाया?,How long did you eat today?
मि पन्द्रह मिनट खैलो।,Mi pandrah minute khailo.,मैं पंद्रह मिनट खाया।,I ate for fifteen minutes.
तू घर में कौन-कौन छु?,Tu ghar me kaun kaun chu?,घर में कौन-कौन है?,Who all are at home?
मि और मिज बहिण।,Mi aur mij bahin.,मैं और मेरी बहन।,Me and my sister.
तू आजु कति देर सोयेलो?,Tu aaju kati der soyelo?,आज तुम कितनी देर सोए?,How long did you sleep?
मि दुइ घंटा सोयेलो।,Mi dui ghanta soyelo.,मैं दो घंटे सोया।,I slept for two hours.
तू आजु कति नोट्स लिखलो?,Tu aaju kati notes likhlo?,आज तुमने कितने नोट्स लिखे?,How many notes did you write today?
मि चार पाना लिखलो।,Mi chaar pana likhlo.,मैंने चार पन्ने लिखे।,I wrote four pages.
तू आजु समाचार देखेलो?,Tu aaju samachar dekhelo?,क्या तुमने समाचार देखा?,Did you watch the news?
हाँ देखेलो।,Haan dekhelo.,हाँ देखा।,Yes I watched.
तू आजु कति चीज ल्यैलो?,Tu aaju kati cheez lyailo?,आज तुम कितनी चीजें लाए?,How many things did you bring today?
मि तीन समान ल्यैलो।,Mi teen samaan lyailo.,मैं तीन सामान लाया।,I brought three items.
तू आजु किताब कहाँ रखेलो?,Tu aaju kitaab kahan rakhelo?,आज तुमने किताब कहाँ रखी?,Where did you keep the book today?
मि बिस्तर पै रखेलो।,Mi bistar pai rakhelo.,मैंने बिस्तर पर रखी।,I kept it on the bed.
तू आजु कति चक्कर लगैलो?,Tu aaju kati chakkar lagailo?,आज तुमने कितने चक्कर लगाए?,How many rounds did you take today?
मि दुइ चक्कर लगैलो।,Mi dui chakkar lagailo.,मैंने दो चक्कर लगाए।,I took two rounds.
तू आजु काम क्यों पै न गैयो?,Tu aaju kaam kyon pai nai gayo?,आज तुम काम पर क्यों नहीं गए?,Why didn’t you go to work today?
मि तबियत खराब छै।,Mi tabiyat kharab chai.,मेरी तबियत खराब थी।,I wasn’t feeling well.
तू आजु कौनस्यो किताब पढ़्डो?,Tu aaju kaunsyo kitaab padhdo?,आज तुम कौन-सी किताब पढ़ रहे हो?,Which book are you reading today?
मि इतिहास पढ़्दु।,Mi itihaas padhdu.,मैं इतिहास पढ़ रहा हूँ।,I am reading history.
तू आजु कति देर मोबाइल चलैलो?,Tu aaju kati der mobile chalailo?,आज तुमने मोबाइल कितनी देर चलाया?,How long did you use the mobile today?
मि तीस मिनट चलैलो।,Mi tees minute chalailo.,मैंने तीस मिनट चलाया।,I used it for thirty minutes.
तू कालि कति देर बात करेलो?,Tu kaali kati der baat karelo?,कल तुमने कितनी देर बात की?,How long did you talk yesterday?
मि पच्चीस मिनट बात करेलो।,Mi pacchis minute baat karelo.,मैंने पच्चीस मिनट बात की।,I talked for twenty-five minutes.
तू आजु कति होमवर्क करलो?,Tu aaju kati homework karlo?,आज तुमने कितना होमवर्क किया?,How much homework did you do today?
मि आधा होमवर्क करलो।,Mi aadha homework karlo.,मैंने आधा होमवर्क किया।,I did half the homework.
तू आजु कति फोटो खिचैलो?,Tu aaju kati photo khichailo?,आज तुमने कितनी फोटो खींची?,How many photos did you take today?
मि पाच फोटो खिचैलो।,Mi paanch photo khichailo.,मैंने पाँच फोटो खींची।,I took five photos.
तू आजु स्कूल क्यों देर पै गैयो?,Tu aaju school kyon der pai gayo?,आज तुम स्कूल देर से क्यों गए?,Why did you reach school late?
बस देर पै आयी।,Bas der pai aaye.,बस देर से आई।,The bus came late.
तू आजु कति देर भाजी पकैलो?,Tu aaju kati der bhaji pakailo?,आज तुमने भाजी कितनी देर पकाई?,How long did you cook the curry today?
मि पन्द्रह मिनट पकैलो।,Mi pandrah minute pakailo.,मैंने पंद्रह मिनट पकाई।,I cooked for fifteen minutes.
तू आजु कौनस्यो खेल खेल्दो?,Tu aaju kaunsyo khel kheldo?,आज तुम कौन सा खेल खेल रहे हो?,Which game are you playing today?
मि बैडमिन्टन खेल्दु।,Mi badminton kheldu.,मैं बैडमिंटन खेल रहा हूँ।,I am playing badminton.
तू आजु कति देर घाट पै बैठलो?,Tu aaju kati der ghat pai baithlo?,आज तुम घाट पर कितनी देर बैठे?,How long did you sit at the ghat today?
मि बीस मिनट बैठलो।,Mi bees minute baithlo.,मैं बीस मिनट बैठा।,I sat for twenty minutes.
तू आजु कति नोट्स पढेलो?,Tu aaju kati notes padhelo?,आज तुमने कितने नोट्स पढ़े?,How many notes did you read?
मि चार नोट्स पढेलो।,Mi chaar notes padhelo.,मैंने चार नोट्स पढ़े।,I read four notes.
तू आजु कति पानी भरेलो?,Tu aaju kati pani bharelo?,आज तुमने कितना पानी भरा?,How much water did you fill?
मि एक बाल्टी भरेलो।,Mi ek balti bharelo.,मैंने एक बाल्टी पानी भरा।,I filled one bucket of water.
तू कालि कति सामान ल्यैलो?,Tu kaali kati samaan lyailo?,कल तुम कितना सामान लाए?,How much stuff did you bring yesterday?
मि चार चीज ल्यैलो।,Mi chaar cheez lyailo.,मैं चार चीजें लाया।,I brought four items.
तू आजु कति देर घर पै रहिलो?,Tu aaju kati der ghar pai rahilo?,आज तुम घर पर कितनी देर रहे?,How long did you stay home today?
मि पूरा दणि रहिलो।,Mi poora dani rahilo.,मैं पूरा दिन रहा।,I stayed the whole day.
तू आजु कति पन्ना पढ़लो?,Tu aaju kati panna padhlo?,आज तुमने कितने पन्ने पढ़े?,How many pages did you read?
मि दस पन्ना पढ़लो।,Mi das panna paddo.,मैंने दस पन्ने पढ़े।,I read ten pages.
तू आजु कति बार बाहर गैयो?,Tu aaju kati baar baahar gayo?,आज तुम कितनी बार बाहर गए?,How many times did you go outside today?
मि दुइ बार गैलो।,Mi dui baar gailo.,मैं दो बार गया।,I went twice.
तू आजु कौनस्यो कपड़ा पैरलो?,Tu aaju kaunsyo kapda pairlo?,आज तुमने कौन से कपड़े पहने?,What clothes did you wear today?
मि नीळो शर्ट पैरलो।,Mi neelo shirt pairlo.,मैंने नीली शर्ट पहनी।,I wore a blue shirt.
तू आजु कौनस्यो सब्जी काटलो?,Tu aaju kaunsyo sabji kaatlo?,आज तुमने कौन सी सब्जी काटी?,Which vegetable did you cut today?
मि लौकी काटलो।,Mi lauki kaatlo.,मैंने लौकी काटी।,I cut bottle gourd.
तू आजु कति चीनी डाललो?,Tu aaju kati cheeni daal lo?,आज तुमने कितनी चीनी डाली?,How much sugar did you add?
मि दुइ चम्मच डाललो।,Mi dui chammach daal lo.,मैंने दो चम्मच डाली।,I added two spoons.
तू आजु कति पानी उबाललो?,Tu aaju kati pani ubaallo?,आज तुमने कितना पानी उबाला?,How much water did you boil?
मि आधो लिटर उबाललो।,Mi aadho liter ubaallo.,मैंने आधा लीटर उबाला।,I boiled half a liter.
तू आजु कति चाय पीलो?,Tu aaju kati chai peelo?,आज तुमने कितनी चाय पी?,How much tea did you drink today?
मि दुइ कप चाय पीलो।,Mi dui cup chai peelo.,मैंने दो कप चाय पी।,I drank two cups of tea.
तू आजु कति कदम चल्लो?,Tu aaju kati kadam challo?,आज तुम कितने कदम चले?,How many steps did you walk today?
मि पाँच हजार कदम चल्लो।,Mi paanch hazaar kadam challo.,मैं पाँच हजार कदम चला।,I walked five thousand steps.
तू आजु घर में कौनस्यो गीत गायलो?,Tu aaju ghar me kaunsyo geet gaylo?,आज तुमने कौन सा गीत गाया?,Which song did you sing today?
मि भजन गायलो।,Mi bhajan gaylo.,मैंने भजन गाया।,I sang a devotional song.
तू कालि कति पराठा खैलो?,Tu kaali kati paratha khailo?,कल तुमने कितने पराठे खाए?,How many parathas did you eat yesterday?
मि दुइ पराठा खैलो।,Mi dui paratha khailo.,मैंने दो पराठे खाए।,I ate two parathas.
तू आजु कति मिनट आराम करलो?,Tu aaju kati minute aaraam karlo?,आज तुमने कितने मिनट आराम किया?,How many minutes did you rest today?
मि दस मिनट आराम करलो।,Mi das minute aaraam karlo.,मैंने दस मिनट आराम किया।,I rested for ten minutes.
तू आजु कति देर पढ़ेलो?,Tu aaju kati der padhelo?,आज तुम कितनी देर पढ़े?,How long did you study today?
मि एक घंटा पढ़लो।,Mi ek ghanta padhlo.,मैंने एक घंटा पढ़ा।,I studied for one hour.
तू आजु कति मंजन करलो?,Tu aaju kati manjann karlo?,आज तुमने कितनी देर ब्रश किया?,How long did you brush today?
मि दुइ मिनट मंजन करलो।,Mi dui minute manjann karlo.,मैंने दो मिनट ब्रश किया।,I brushed for two minutes.
तू आजु कौनस्यो कपड़ा धोयेलो?,Tu aaju kaunsyo kapda dhoyelo?,आज तुमने कौन सा कपड़ा धोया?,Which cloth did you wash today?
मि टीशर्ट धोयेलो।,Mi tshirt dhoyelo.,मैंने टीशर्ट धोयी।,I washed a T-shirt.
तू आजु कति देर नहलैलो?,Tu aaju kati der nahlaillo?,आज तुम कितनी देर नहाए?,How long did you bathe today?
मि पन्द्रह मिनट नहलैलो।,Mi pandrah minute nahlaillo.,मैं पंद्रह मिनट नहाया।,I bathed for fifteen minutes.
तू आजु कौनस्यो सब्जी बनैलो?,Tu aaju kaunsyo sabji banailo?,आज तुमने कौन सी सब्जी बनाई?,Which vegetable did you cook today?
मि आलू की सब्जी बनैलो।,Mi aloo ki sabji banailo.,मैंने आलू की सब्जी बनाई।,I cooked potato curry.
तू आजु कति चक्की घुमैलो?,Tu aaju kati chakki ghumailo?,आज तुमने कितनी चक्की घुमाई?,How many rounds of the grinder did you turn?
मि दुइ चक्की घुमैलो।,Mi dui chakki ghumailo.,मैंने दो चक्की घुमाई।,I turned the grinder twice.
तू आजु कति गिलास पानी पीलो?,Tu aaju kati gilaas pani peelo?,आज तुमने कितने गिलास पानी पिया?,How many glasses of water did you drink?
मि चार गिलास पीलो।,Mi chaar gilaas peelo.,मैंने चार गिलास पिया।,I drank four glasses.
तू आजु कति मटर छील्लो?,Tu aaju kati matar cheello?,आज तुमने कितनी मटर छीली?,How many peas did you peel today?
मि एक कटोरी मटर छील्लो।,Mi ek katori matar cheello.,मैंने एक कटोरी मटर छीली।,I peeled one bowl of peas.
तू आजु कौनस्यो खेल देखेलो?,Tu aaju kaunsyo khel dekhelo?,आज तुमने कौन सा खेल देखा?,Which sport did you watch today?
मि क्रिकेट देखेलो।,Mi cricket dekhelo.,मैंने क्रिकेट देखा।,I watched cricket.
तू आजु कति मिनट फोन में लगैलो?,Tu aaju kati minute phone me lagailo?,आज तुमने फोन में कितने मिनट लगाए?,How many minutes did you spend on the phone?
मि तीस मिनट लगैलो।,Mi tees minute lagailo.,मैंने तीस मिनट लगाए।,I spent thirty minutes.
तू कालि कौन पै गैयो?,Tu kaali kaun pai gayo?,कल तुम किसके पास गए?,Whom did you go to yesterday?
मि दोस्त पै गैलो।,Mi dost pai gailo.,मैं अपने दोस्त के पास गया।,I went to my friend.
तू आजु कति तस्वीर देखेलो?,Tu aaju kati tasveer dekhelo?,आज तुमने कितनी तस्वीरें देखीं?,How many pictures did you see?
मि दस तस्वीर देखेलो।,Mi das tasveer dekhelo.,मैंने दस तस्वीरें देखीं।,I saw ten pictures.
तू आजु कति देर हंसलो?,Tu aaju kati der hanslo?,आज तुम कितनी देर हँसे?,How long did you laugh today?
मि पाँच मिनट हंसलो।,Mi paanch minute hanslo.,मैं पाँच मिनट हँसा।,I laughed for five minutes.
तू आजु कति बार झाडू लगैलो?,Tu aaju kati baar jhaadu lagailo?,आज तुमने कितनी बार झाड़ू लगाया?,How many times did you sweep?
मि एक बार झाडू लगैलो।,Mi ek baar jhaadu lagailo.,मैंने एक बार झाड़ू लगाया।,I swept once.
तू आजु कौनस्यो कपड़ा पैरलो?,Tu aaju kaunsyo kapda pairlo?,आज तुमने कौन सा कपड़ा पहना?,Which clothes did you wear today?
मि सफेद शर्ट पैरलो।,Mi safed shirt pairlo.,मैंने सफेद शर्ट पहनी।,I wore a white shirt.
तू आजु कौनस्यो कोर्स पढेलो?,Tu aaju kaunsyo course padhelo?,आज तुमने कौन सा कोर्स पढ़ा?,Which course did you study today?
मि गणित पढेलो।,Mi ganit padhelo.,मैंने गणित पढ़ा।,I studied maths.
तू कालि कति देर बैठैलो?,Tu kaali kati der baithailo?,कल तुम कितनी देर बैठे?,How long did you sit yesterday?
मि तीस मिनट बैठैलो।,Mi tees minute baithailo.,मैं तीस मिनट बैठा।,I sat for thirty minutes.
तू आजु कौनस्यो रंग देखेलो?,Tu aaju kaunsyo rang dekhelo?,आज तुमने कौन सा रंग देखा?,Which color did you see today?
मि नीळो रंग देखेलो।,Mi neelo rang dekhelo.,मैंने नीला रंग देखा।,I saw the color blue.
तू आजु कति बार घर पै घूमैलो?,Tu aaju kati baar ghar pai ghumailo?,आज तुम घर पर कितनी बार घूमे?,How many times did you walk around the house?
मि दुइ बार घूमैलो।,Mi dui baar ghumailo.,मैं दो बार घूमा।,I walked around twice.
तू आजु कौनस्यो फिल्म देखेलो?,Tu aaju kaunsyo film dekhelo?,आज तुमने कौन सी फिल्म देखी?,Which movie did you watch today?
मि हास्य फिल्म देखेलो।,Mi haasya film dekhelo.,मैंने कॉमेडी फिल्म देखी।,I watched a comedy movie.
तू आजु कति चावल पकैलो?,Tu aaju kati chaawal pakailo?,आज तुमने कितना चावल पकाया?,How much rice did you cook?
मि एक कप चावल पकैलो।,Mi ek cup chaawal pakailo.,मैंने एक कप चावल पकाया।,I cooked one cup of rice.
मि सेव खैलो।,Mi sev khailo.,मैंने सेब खाया।,I ate an apple.
तू आजु कति शब्द लिखलो?,Tu aaju kati shabd likhlo?,आज तुमने कितने शब्द लिखे?,How many words did you write today?
मि पच्चीस शब्द लिखलो।,Mi pacchis shabd likhlo.,मैंने पच्चीस शब्द लिखे।,I wrote twenty-five words.
तू आजु कौनस्यो पेपर पढ़ेलो?,Tu aaju kaunsyo paper padhelo?,आज तुमने कौन सा पेपर पढ़ा?,Which paper did you read today?
मि विज्ञान पेपर पढ़ेलो।,Mi vigyaan paper padhelo.,मैंने विज्ञान पेपर पढ़ा।,I read the science paper.
तू आजु कति नोट्स तयार करलो?,Tu aaju kati notes tayar karlo?,आज तुमने कितने नोट्स तैयार किए?,How many notes did you prepare today?
मि तीन नोट्स तयार करलो।,Mi teen notes tayar karlo.,मैंने तीन नोट्स तैयार किए।,I prepared three notes.
तू आजु कौनस्यो कहानी पढेलो?,Tu aaju kaunsyo kahani padhelo?,आज तुमने कौन सी कहानी पढ़ी?,Which story did you read today?
मि खेत की कहानी पढेलो।,Mi khet ki kahani padhelo.,मैंने खेत की कहानी पढ़ी।,I read a story about fields.
तू आजु कति घण्टा सोयेलो?,Tu aaju kati ghanta soyelo?,आज तुम कितने घंटे सोए?,How many hours did you sleep?
मि छै घंटा सोयेलो।,Mi chhai ghanta soyelo.,मैं छह घंटे सोया।,I slept six hours.
तू आजु कौनस्यो जगा सफाई करलो?,Tu aaju kaunsyo jaga safaai karlo?,आज तुमने कौन सी जगह साफ की?,Which place did you clean today?
मि आंगण साफ करलो।,Mi aangan saaf karlo.,मैंने आंगन साफ किया।,I cleaned the courtyard.
तू आजु कति देर भांडा मांजलो?,Tu aaju kati der bhanda manjalo?,आज तुमने कितनी देर बर्तन धोए?,How long did you wash dishes today?
मि बीस मिनट मांजलो।,Mi bees minute manjalo.,मैंने बीस मिनट बर्तन धोए।,I washed dishes for twenty minutes.
तू आजु कौनस्यो जगह घूमेलो?,Tu aaju kaunsyo jagah ghumelo?,आज तुम कहाँ घूमे?,Where did you go today?
मि झील पै घूमेलो।,Mi jheel pai ghumelo.,मैं झील पर घूमने गया।,I went to the lake.
तू कालि कौनस्यो किताब ल्यैलो?,Tu kaali kaunsyo kitaab lyailo?,कल तुम कौन सी किताब लाए?,Which book did you bring yesterday?
मि गणित की किताब ल्यैलो।,Mi ganit ki kitaab lyailo.,मैं गणित की किताब लाया।,I brought a maths book.
तू आजु कति देर गीत सुनलो?,Tu aaju kati der geet sunlo?,आज तुमने कितनी देर गीत सुना?,How long did you listen to songs?
मि तीस मिनट सुनलो।,Mi tees minute sunlo.,मैंने तीस मिनट सुना।,I listened for thirty minutes.
तू आजु कति दवाई खैलो?,Tu aaju kati dawaai khailo?,आज तुमने कितनी दवाई ली?,How much medicine did you take today?
मि एक गोली खैलो।,Mi ek goli khailo.,मैंने एक गोली ली।,I took one tablet.
तू आजु कौनस्यो कॉपी लिखेलो?,Tu aaju kaunsyo copy likhelo?,आज तुमने कौन सी कॉपी लिखी?,Which notebook did you write in today?
मि English कॉपी लिखेलो।,Mi English copy likhelo.,मैंने अंग्रेजी कॉपी में लिखा।,I wrote in the English notebook.
तू आजु कति बार पानी भरैलो?,Tu aaju kati baar pani bharailo?,आज तुमने कितनी बार पानी भरा?,How many times did you fill water?
मि तीन बार भरैलो।,Mi teen baar bharailo.,मैंने तीन बार पानी भरा।,I filled water three times.
तू आजु कौनस्यो घर पै गेलो?,Tu aaju kaunsyo ghar pai gelo?,आज तुम किसके घर गए?,Whose house did you visit today?
मि मामा के घर गैलो।,Mi mama ke ghar gailo.,मैं मामा के घर गया।,I went to my uncle's house.
तू आजु कति बार गिलास धोयेलो?,Tu aaju kati baar gilaas dhoyelo?,आज तुमने कितनी बार गिलास धोया?,How many times did you wash the glass today?
मि दुइ बार धोयेलो।,Mi dui baar dhoyelo.,मैंने दो बार धोया।,I washed it twice.
तू आजु कौनस्यो मिठाई खैलो?,Tu aaju kaunsyo mithai khailo?,आज तुमने कौन सी मिठाई खाई?,Which sweet did you eat today?
मि जलेबी खैलो।,Mi jalebi khailo.,मैंने जलेबी खाई।,I ate jalebi.
तू आजु कति देर घर पै बसलो?,Tu aaju kati der ghar pai baslo?,आज तुम घर पर कितनी देर बैठे?,How long did you sit at home today?
मि आधा घंटा बसलो।,Mi aadha ghanta baslo.,मैं आधा घंटा बैठा।,I sat for half an hour.
तू आजु कौनस्यो रास्तो पकडलो?,Tu aaju kaunsyo raasto pakadlo?,आज तुमने कौन सा रास्ता चुना?,Which route did you choose today?
मि छोटो रास्तो पकडलो।,Mi chhoto raasto pakadlo.,मैंने छोटा रास्ता चुना।,I chose the shorter route.
तू आजु कति पानी छिड़कलो?,Tu aaju kati pani chhidkalo?,आज तुमने कितना पानी छिड़का?,How much water did you sprinkle today?
मि आधो लिटर छिड़कलो।,Mi aadho liter chhidkalo.,मैंने आधा लीटर छिड़का।,I sprinkled half a liter.
तू आजु कौनस्यो फल कटैलो?,Tu aaju kaunsyo phal katailo?,आज तुमने कौन सा फल काटा?,Which fruit did you cut today?
मि केला कटैलो।,Mi kela katailo.,मैंने केला काटा।,I cut a banana.
तू आजु कति दन्या चलैलो?,Tu aaju kati dainya chalailo?,आज तुमने कितनी देर दौड़ा?,How long did you run today?
मि दस मिनट चलैलो।,Mi das minute chalailo.,मैं दस मिनट दौड़ा।,I ran for ten minutes.
तू कालि कौनस्यो घर पै रहिलो?,Tu kaali kaunsyo ghar pai rahilo?,कल तुम किसके घर रहे?,Whose house did you stay at yesterday?
मि दोस्त के घर रहिलो।,Mi dost ke ghar rahilo.,मैं दोस्त के घर रहा।,I stayed at my friend's place.
तू आजु कौनस्यो चीज देखेलो?,Tu aaju kaunsyo cheez dekhelo?,आज तुमने कौन सी चीज देखी?,What did you see today?
मि नया फुल देखेलो।,Mi naya phul dekhelo.,मैंने नया फूल देखा।,I saw a new flower.
तू आजु कति देर कहानी सुनैलो?,Tu aaju kati der kahani sunailo?,आज तुमने कितनी देर कहानी सुनाई?,How long did you tell the story today?
मि पन्द्रह मिनट सुनैलो।,Mi pandrah minute sunailo.,मैंने पंद्रह मिनट कहानी सुनाई।,I told a story for fifteen minutes.
तू आजु कौनस्यो बादल देखेलो?,Tu aaju kaunsyo baadal dekhelo?,आज तुमने कौन सा बादल देखा?,Which cloud did you see today?
मि काला बादल देखेलो।,Mi kaala baadal dekhelo.,मैंने काला बादल देखा।,I saw a dark cloud.
तू आजु कति देर पंखा चलैलो?,Tu aaju kati der pankha chalailo?,आज तुमने पंखा कितनी देर चलाया?,How long did you run the fan today?
मि आधा घंटा चलैलो।,Mi aadha ghanta chalailo.,मैंने आधा घंटा चलाया।,I ran it for half an hour.
तू कालि कौन पै बोललो?,Tu kaali kaun pai bollo?,कल तुमने किससे बात की?,Whom did you talk to yesterday?
मि दीदी से बोललो।,Mi didi se bollo.,मैंने दीदी से बात की।,I talked to my sister.
तू आजु कौनस्यो पाठ पढेलो?,Tu aaju kaunsyo path padhelo?,आज तुमने कौन सा पाठ पढ़ा?,Which lesson did you study today?
मि सातवो पाठ पढेलो।,Mi saatwo paath padhelo.,मैंने सातवां पाठ पढ़ा।,I studied the seventh lesson.
तू आजु कति चीज समेटली?,Tu aaju kati cheez sametli?,आज तुमने कितनी चीजें समेटीं?,How many items did you organise today?
मि पाँच चीज समेटली।,Mi paanch cheez sametli.,मैंने पाँच चीजें समेटीं।,I organised five items.
तू आजु कौनस्यो झगड़ो रोकलो?,Tu aaju kaunsyo jhagdyo roaklo?,आज तुमने कौन सा झगड़ा रोका?,Which fight did you stop today?
मि छोटो झगड़ो रोकलो।,Mi chhoto jhagdyo roaklo.,मैंने एक छोटा झगड़ा रोका।,I stopped a small fight.
तू आजु कति देर खिड़की खोल्ली?,Tu aaju kati der khidki kholli?,आज तुमने खिड़की कितनी देर खोली?,How long did you keep the window open today?
मि एक घंटा खोल्ली।,Mi ek ghanta kholli.,मैंने एक घंटा खोली।,I kept it open for one hour.
तू आजु कौनस्यो फोटो उतारलो?,Tu aaju kaunsyo photo utaarlo?,आज तुमने कौन सी फोटो उतारी?,Which photo did you click today?
मि बगीचे की फोटो उतारलो।,Mi bageeche ki photo utaarlo.,मैंने बगीचे की फोटो उतारी।,I clicked a photo of the garden.
तू आजु कति आबाज सुनलो?,Tu aaju kati aabaaj sunlo?,आज तुमने कितनी आवाजें सुनीं?,How many sounds did you hear today?
मि तीन आबाज सुनलो।,Mi teen aabaaj sunlo.,मैंने तीन आवाजें सुनीं।,I heard three sounds.
तू आजु कौनस्यो कपड़ा सुखैलो?,Tu aaju kaunsyo kapda sukhailo?,आज तुमने कौन सा कपड़ा सुखाया?,Which cloth did you dry today?
मि तौलिया सुखैलो।,Mi tauliya sukhailo.,मैंने तौलिया सुखाया।,I dried a towel.
तू कालि कौनस्यो काम करलो?,Tu kaali kaunsyo kaam karlo?,कल तुमने कौन सा काम किया?,What work did you do yesterday?
मि खेत पै काम करलो।,Mi khet pai kaam karlo.,मैं खेत में काम किया।,I worked in the field.
तू आजु कौनस्यो किताब खोजली?,Tu aaju kaunsyo kitaab khojli?,आज तुमने कौन सी किताब खोजी?,Which book did you search today?
मि English किताब खोजली।,Mi English kitaab khojli.,मैंने अंग्रेजी किताब खोजी।,I searched for the English book.
तू आजु कति देर चप्पल पैरलो?,Tu aaju kati der chappal pairlo?,आज तुमने चप्पल कितनी देर पहनी?,How long did you wear slippers today?
मि पूरा दन पैरलो।,Mi poora dan pairlo.,मैंने पूरा दिन पहनी।,I wore them all day.
तू आजु कौनस्यो मैदान पै खेल्लो?,Tu aaju kaunsyo maidaan pai khello?,आज तुम किस मैदान में खेले?,Which ground did you play at today?
मि स्कूल मैदान पै खेल्लो।,Mi school maidaan pai khello.,मैं स्कूल मैदान में खेला।,I played at the school ground.
तू आजु कौनस्यो झोला ल्यैलो?,Tu aaju kaunsyo jhola lyailo?,आज तुम कौन सा झोला लाए?,Which bag did you bring today?
मि छोटो झोला ल्यैलो।,Mi chhoto jhola lyailo.,मैं छोटा झोला लाया।,I brought a small bag.
तू आजु कति देर रसोई पै खड़ेलो?,Tu aaju kati der rasoi pai khadelo?,आज तुम रसोई में कितनी देर खड़े रहे?,How long did you stand in the kitchen today?
मि बीस मिनट खड़ेलो।,Mi bees minute khadelo.,मैं बीस मिनट खड़ा रहा।,I stood for twenty minutes.
तू आजु कौनस्यो कूकिंग करलो?,Tu aaju kaunsyo cooking karlo?,आज तुमने कौन सा खाना बनाया?,What did you cook today?
मि दाल पकैलो।,Mi daal pakailo.,मैंने दाल पकाई।,I cooked lentils.
तू कालि कौन पै लकड़ी काटलो?,Tu kaali kaun pai lakdi kaatlo?,कल तुमने किसके लिए लकड़ी काटी?,For whom did you cut wood yesterday?
मि घर पै खातिर काटलो।,Mi ghar pai khaatir kaatlo.,मैंने घर के लिए काटी।,I cut it for the house.
तू आजु कौनस्यो स्टेशन गेलो?,Tu aaju kaunsyo station gelo?,आज तुम कौन से स्टेशन गए?,Which station did you go to?
मि देहरादून स्टेशन गेलो।,Mi dehradun station gailo.,मैं देहरादून स्टेशन गया।,I went to Dehradun station.
तू आजु कति देर पूजा करलो?,Tu aaju kati der pooja karlo?,आज तुमने पूजा कितनी देर की?,How long did you pray today?
मि दस मिनट पूजा करलो।,Mi das minute pooja karlo.,मैंने दस मिनट पूजा की।,I prayed for ten minutes.
तू आजु कौनस्यो फाइल खोल्ली?,Tu aaju kaunsyo file kholli?,आज तुमने कौन सी फाइल खोली?,Which file did you open today?
मि रिपोर्ट फाइल खोल्ली।,Mi report file kholli.,मैंने रिपोर्ट फाइल खोली।,I opened the report file.
तू आजु कति पकवान देखेलो?,Tu aaju kati pakwaan dekhelo?,आज तुमने कितने पकवान देखे?,How many dishes did you see today?
मि पाँच पकवान देखेलो।,Mi paanch pakwaan dekhelo.,मैंने पाँच पकवान देखे।,I saw five dishes.
तू आजु कौनस्यो परत डेढेलो?,Tu aaju kaunsyo parat dedhelo?,आज तुमने कौन सा परत उठाया?,Which layer did you lift today?
मि ऊपरो परत डेढेलो।,Mi ooparo parat dedhelo.,मैंने ऊपर की परत उठाई।,I lifted the top layer.
तू आजु कति घर पै फोन करलो?,Tu aaju kati ghar pai phone karlo?,आज तुमने घर पर कितनी बार फोन किया?,How many times did you call home today?
मि दुइ बार फोन करलो।,Mi dui baar phone karlo.,मैंने दो बार फोन किया।,I called twice.
तू आजु कौनस्यो बर्तन चढैलो?,Tu aaju kaunsyo bartan chadailo?,आज तुमने कौन सा बर्तन चढ़ाया?,Which vessel did you put on the stove?
मि कढ़ाई चढैलो।,Mi kadhai chadailo.,मैंने कढ़ाई चढ़ाई।,I placed a frying pan.
तू आजु कति पत्ती तोडलो?,Tu aaju kati patti todlo?,आज तुमने कितनी पत्तियाँ तोड़ीं?,How many leaves did you pluck?
मि दस पत्ती तोडलो।,Mi das patti todlo.,मैंने दस पत्तियाँ तोड़ीं।,I plucked ten leaves.
